facility_code,facility_name,facility_shortname,address_1,address_2,district,state,postcode,sector,type,latitude,longitude
21-02060361,KLINIK KOMUNITI TAMAN LAGENDA,K1MTL,"NO. 3821, JALAN LAGENDA 1/7, TAMAN LAGENDA, PADANG SERAI",,KULIM,KEDAH,09400,GOVERNMENT,KLINIK KOMUNITI,5.50131,100.54544
11-02060017D,KLINIK PERGIGIAN DI HOSPITAL KULIM,,"JALAN MAHANG, KULIM",,KULIM,KEDAH,09000,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
21-02060063D,KLINIK PERGIGIAN DI KLINIK KESIHATAN LUNAS,,"JALAN ARA KUDA, 09600 LUNAS",,KULIM,KEDAH,09600,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02060064D,KLINIK PERGIGIAN DI KLINIK KESIHATAN MAHANG,,"LOT 919, JALAN MAHANG, 09800 SERDANG",,KULIM,KEDAH,09800,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02060048D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KARANGAN,,"JALAN MAHANG, 09700 KARANGAN",,KULIM,KEDAH,09700,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02060057D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KULIM,,"JALAN HOSPITAL LAMA, 09000 KULIM",,KULIM,KEDAH,09000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02060066D,KLINIK PERGIGIAN DI KLINIK KESIHATAN MERBAU PULAS,,"JALAN KUALA KETIL, MERBAU PULAS, 09410 PADANG SERAI",,KULIM,KEDAH,09410,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02060081D,KLINIK PERGIGIAN DI KLINIK KESIHATAN TAMAN SELASIH,,"LOT 3302, TAMAN SELASIH, 09000 KULIM",,KULIM,KEDAH,09000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02060456,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. CHIO MIN ""B'",KPSRCMB,JALAN TEOH MOH SOO,,KULIM,KEDAH,09000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.373582,100.551295
21-02060460,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. ST ANNE'S CONVENT",KPSRSAC,JALAN BUKIT AWI,,KULIM,KEDAH,09000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.363947,100.548984
21-02060461,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. TUNKU MALIK",KPSRTM,JALAN KELANG LAMA,,KULIM,KEDAH,09000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.393416,100.562547
21-02060457,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. HWA MIN",KPSRHM,JALAN LUNAS,,KULIM,KEDAH,09600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.428101,100.532024
21-02060458,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. JUNJONG",KPSRJG,JUNJONG,,KULIM,KEDAH,09000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.29727,100.533136
21-02060444,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KULIM",KPSK,JALAN TUNKU BENDAHARA,,KULIM,KEDAH,09000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.363432,100.554271
21-02060452,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. SULTAN BADLISHAH",KPSMSBK,JALAN KELANG LAMA,,KULIM,KEDAH,09000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.393846,100.561658
41-02060022,KOLEJ JURURAWAT MASYARAKAT KULIM,,JALAN HOSPITAL LAMA,,KULIM,KEDAH,09000,GOVERNMENT,KOLEJ,,
31-02060908,WELLNESS HUB KULIM,,"WELLNESS HUB KULIM, 378, JALAN HOSPITAL, 09000 KULIM, KEDAH",,KULIM,KEDAH,09000,GOVERNMENT,LAIN-LAIN,,
91-02060007,PEJABAT KESIHATAN DAERAH KULIM,PKDKLM,09000 KULIM,,KULIM,KEDAH,09000,GOVERNMENT,PEJABAT KESIHATAN DAERAH,5.36798,100.55797
91-02060327,PEJABAT KESIHATAN PERGIGIAN DAERAH KULIM,PKPDKLM,JALAN HOSPITAL LAMA,,KULIM,KEDAH,09000,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
11-02070018,HOSPITAL SULTANAH MALIHA,,"BUKIT TEKUH, JALAN PADANG MAKSIRAT",,LANGKAWI,KEDAH,07000,GOVERNMENT,HOSPITAL,6.325404,99.796596
21-02070153,KLINIK DESA BAYAS,KDBYS,JALAN PADANG MAT SIRAT,,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK DESA,6.33046,99.76824
21-02070204,KLINIK DESA KUALA TERIANG,KDKTRI,MUKIM PADANG MAT SIRAT,,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK DESA,6.3619,99.71261
21-02070185,KLINIK DESA 2G KEDAWANG,KD2GK,KEDAWANG,,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK DESA,6.319709,99.736535
21-02070316,KLINIK DESA 2G ULU MELAKA,KD2GUM,MUKIM AIR HANGAT,,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK DESA,6.35168,99.77364
21-02070176,KLINIK DESA SELAT LUBUK CEMPEDAK,KDSLC,"PULAU TUBA, MUKIM KUAH",,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK DESA,6.248778,99.830476
21-02070134,KLINIK DESA KOK,KDKOK,MUKIM PADANG MAT SIRAT,,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK DESA,6.38846,99.70297
21-02070158,KLINIK DESA EWA,KDEWA,MUKIM AIR HANGAT,,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK DESA,6.39987,99.74896
21-02070222,KLINIK KESIHATAN NYIOR CHABANG,,"MUKIM BOHOR, PADANG MATSIRAT",,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK KESIHATAN,6.36257,99.74696
21-02070069,KLINIK KESIHATAN PADANG MATSIRAT,KKPM,PADANG MAT SIRAT,,LANGKAWI,KEDAH,07100,GOVERNMENT,KLINIK KESIHATAN,6.35012,99.73174
21-02070301,KLINIK KESIHATAN TEMONYONG,KKTMYG,MUKIM KEDAWANG,,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK KESIHATAN,6.294814,99.737645
21-02070027,KLINIK KESIHATAN AIR HANGAT,KKAH,MUKIM AIR HANGAT,,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK KESIHATAN,6.422483,99.80381
21-02070251,KLINIK KESIHATAN PULAU TUBA,,"KLINIK KESIHATAN PULAU TUBA, MUKIM KUAH, 07000 LANGKAWI",,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK KESIHATAN,6.23364,99.85496
21-02070053,KLINIK KESIHATAN KUAH,KKKH,JALAN AIR HANGAT,,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK KESIHATAN,6.32289,99.84751
21-02070069D,KLINIK PERGIGIAN DI KLINIK KESIHATAN PADANG MATSIRAT,,"PADANG MAT SIRAT, 07100 LANGKAWI",,LANGKAWI,KEDAH,07100,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02070053D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KUAH,,"JALAN AIR HANGAT, 07000 LANGKAWI KEDAH",,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02070027D,KLINIK PERGIGIAN DI KLINIK KESIHATAN AIR HANGAT,,"MUKIM AIR HANGAT, 07000 LANGKAWI",,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02070480,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. MAHSURI",KPSMKM,"KLINIK PERGIGIAN SEKOLAH, D/A SMK MAHSURI",,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.331003,99.856514
21-02070442,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SERI NEGERI",KPSSN,"KLINIK PERGIGIAN SEKOLAH, D/A SEK KEB SERI NEGERI",,LANGKAWI,KEDAH,07000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.330605,99.856935
91-02070008,PEJABAT KESIHATAN DAERAH LANGKAWI,PKDLKW,TINGKAT 6 KOMPLEKS LADA LANGKAWI,,LANGKAWI,KEDAH,07000,GOVERNMENT,PEJABAT KESIHATAN DAERAH,6.31085,99.8562
91-02070329,PEJABAT KESIHATAN PERGIGIAN DAERAH LANGKAWI,PKPDLGKW,KUAH,,LANGKAWI,KEDAH,07000,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
91-02070087,PMA PULAU LANGKAWI (L),,PKD PULAU LANGKAWI,"POS KESIHATAN JETTY KUAH, JETI KUAH, 07000 KUAH, LANGKAWI, KEDAH DARUL AMAN",LANGKAWI,KEDAH,07000,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",6.306136,99.850827
91-02070486,PMA TANJUNG LEMBUNG (L),,"POS KESIHATAN PINTU MASUK ANTARABANGSA,","DERMAGA TANJUNG LEMBING, JLN. BUKIT MALUT",LANGKAWI,KEDAH,07000,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",6.293273,99.786444
91-02070088,PMA PULAU LANGKAWI (U),,PKD PULAU LANGKAWI,"POS KESIHATAN LAPANGAN TERBANG ANTABANAGSA, PADANG MATSIRAT, 07000 LANGKAWI KEDAH",LANGKAWI,KEDAH,07000,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",6.342272,99.732043
11-02080016,HOSPITAL KUALA NERANG,,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,HOSPITAL,6.252255,100.609438
21-02080310,KLINIK DESA TONG PLU,KDTPLU,"MUKIM TONG PLU, KUALA NERANG",,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.22712,100.72109
21-02080126,KLINIK DESA BUKIT TEMBAGA,KDBTBG,"FELDA BUKIT TEMBAGA, KUALA NERANG",,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.21171,100.5346
21-02080169,KLINIK DESA PERIK,KDPRK,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.31828,100.53304
21-02080229,KLINIK DESA PADANG NYIOR,KDPNY,"JALAN PADANG SANAI, KUALA NERANG",,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.30217,100.65895
21-02080208,KLINIK DESA KURA BARU,KDKRB,"MUKIM JENERI, SIK",,PADANG TERAP,KEDAH,08320,GOVERNMENT,KLINIK DESA,5.94556,100.6668
21-02080219,KLINIK DESA NAKO NAMBUA,KDNN,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.2206,100.61561
21-02080287,KLINIK DESA TANDOP BESAR,KDTBS,KUALA NERANG,,PADANG TERAP,KEDAH,06350,GOVERNMENT,KLINIK DESA,6.19198,100.64326
21-02080218,KLINIK DESA NAI TEH,KDNT,"MUKIM PADANG TEMAK, KUALA NERANG",,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.24633,100.54402
21-02080224,KLINIK DESA PADANG CHENDERAI,KDPCDR,"JALAN PADANG SANAI, KUALA NERANG",,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.32027,100.66885
21-02080240,KLINIK DESA PENGKALAN TOK PUTIH,KDPTP,"KAMPUNG LABI, KUALA NERANG",,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.31763,100.58915
21-02080233,KLINIK DESA PADANG SANAI,KDPSN,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.34214,100.6833
21-02080220,KLINIK DESA NAMI,KDNAMI,"MUKIM TEKAI KIRI, KUALA NERANG",,PADANG TERAP,KEDAH,08210,GOVERNMENT,KLINIK DESA,6.05283,100.76122
21-02080223,KLINIK DESA PADANG BALAI,KDPB,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.28235,100.55624
21-02080109,KLINIK DESA BELUKAR LUAS,KDBLUAS,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.18631,100.69543
21-02080248,KLINIK DESA POKOK MACHANG,KDPMC,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK DESA,6.22167,100.57749
21-02080321,KLINIK KESIHATAN KUALA NERANG,,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK KESIHATAN,6.25558,100.61333
21-02080239,KLINIK KESIHATAN PEDU,KKPEDU,"PEDU, KUALA NERANG",,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK KESIHATAN,6.224971,100.654984
21-02080062,KLINIK KESIHATAN LUBUK MERBAU,KKLMRB,PENDANG,,PADANG TERAP,KEDAH,06710,GOVERNMENT,KLINIK KESIHATAN,6.00064,100.72532
21-02080068,KLINIK KESIHATAN NAKA,KKNAKA,NAKA,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK KESIHATAN,6.14058,100.66835
21-02080366,KLINIK KESIHATAN KOTA PUTRA,,KOTA PUTRA,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK KESIHATAN,6.445731,100.721916
21-02080068D,KLINIK PERGIGIAN DI KLINIK KESIHATAN NAKA,,NAKA,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02080062D,KLINIK PERGIGIAN DI KLINIK KESIHATAN LUBUK MERBAU,,PENDANG,,PADANG TERAP,KEDAH,06710,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02080321D,KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK KUALA NERANG,,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK,,
91-02080009,PEJABAT KESIHATAN DAERAH PADANG TERAP,PKDPT,KUALA NERANG,,PADANG TERAP,KEDAH,06300,GOVERNMENT,PEJABAT KESIHATAN DAERAH,6.24972,100.605
91-02080340,PEJABAT KESIHATAN PERGIGIAN DAERAH PADANG TERAP,PKPDPDGTRP,KLINIK KESIHATAN PADANG TERAP,,PADANG TERAP,KEDAH,06300,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
91-02080487,"PMA KOTA PUTRA, DURIAN BURUNG (D)",,"KOMPLEKS CIQ, KOTA PUTRA, DURIAN BURUNG",,PADANG TERAP,KEDAH,06300,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",6.468625,100.708959
11-02110504,HOSPITAL PENDANG,,KAMPUNG MANGGOL PAUH,,PENDANG,KEDAH,06700,GOVERNMENT,HOSPITAL,5.977856045374676,100.48486935397274
21-02110303,KLINIK DESA TEROI,KDTR,"TEROI, GUAR CEMPEDAK",,PENDANG,KEDAH,08800,GOVERNMENT,KLINIK DESA,5.847882,100.432348
21-02110261,KLINIK DESA SIMPANG TIGA SUNGAI LIMAU,KDSTSLM,SIMPANG TIGA SUNGAI LIMAU,,PENDANG,KEDAH,06900,GOVERNMENT,KLINIK DESA,5.91712,100.42613
21-02110116,KLINIK DESA 2G BUKIT BESAR,KD2GBB,BUKIT BESAR,,PENDANG,KEDAH,06900,GOVERNMENT,KLINIK DESA,5.95359,100.40865
21-02110282,KLINIK DESA SUNGAI YAN,KD2GSY,SUNGAI YAN,,PENDANG,KEDAH,06900,GOVERNMENT,KLINIK DESA,5.82402,100.38493
21-02110133,KLINIK DESA DULANG KECIL,KDDK,DULANG KECHIL,,PENDANG,KEDAH,06900,GOVERNMENT,KLINIK DESA,5.85365,100.38364
21-02110317,KLINIK DESA ULU SEDAKA,KDUS,ULU SEDAKA,,PENDANG,KEDAH,06900,GOVERNMENT,KLINIK DESA,5.87495,100.42198
21-02110178,KLINIK DESA SINGKIR,KDSGK,SINGKIR,,PENDANG,KEDAH,06900,GOVERNMENT,KLINIK DESA,5.73242,100.37974
21-02110180,KLINIK DESA KAMPUNG SETAR,KDKSTR,KAMPUNG SETAR,,PENDANG,KEDAH,06900,GOVERNMENT,KLINIK DESA,5.82058,100.41285
21-02110167,KLINIK DESA KAMPUNG PAUH,KDKPAUH,KAMPUNG PAUH,,PENDANG,KEDAH,06900,GOVERNMENT,KLINIK DESA,5.80539,100.39073
21-02110265,KLINIK DESA SUNGAI DAUN TENGAH,KDSDT,SUNGAI DAUN TENGAH,,PENDANG,KEDAH,06680,GOVERNMENT,KLINIK DESA,5.92203,100.39254
21-02110260,KLINIK DESA SIMPANG EMPAT SEDAKA,KDSES,SUNGAI EMPAT SEDAKA,,PENDANG,KEDAH,06910,GOVERNMENT,KLINIK DESA,5.87212,100.38171
21-02110078,KLINIK KESIHATAN SUNGAI LIMAU DALAM,KKSLD,SUNGAI LIMAU DALAM,,PENDANG,KEDAH,06910,GOVERNMENT,KLINIK KESIHATAN,5.90127,100.3815
21-02110043,KLINIK KESIHATAN GUAR CHEMPEDAK,KKGC,"GUAR CAMPAK, GUAR CHEMPEDAK",,PENDANG,KEDAH,08800,GOVERNMENT,KLINIK KESIHATAN,5.85402,100.45989
21-02110043D,KLINIK PERGIGIAN DI KLINIK KESIHATAN GUAR CHEMPEDAK,,"GUAR CAMPAK, 08800 GUAR CHEMPEDAK",,PENDANG,KEDAH,08800,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02110078D,KLINIK PERGIGIAN DI KLINIK KESIHATAN SUNGAI LIMAU DALAM,,"SUNGAI LIMAU DALAM, 06910 YAN",,PENDANG,KEDAH,06910,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02110039D,KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK YAN,,"KLINIK KESIHATAN IBU DAN ANAK YAN, YAN BESAR, 06900 YAN",,PENDANG,KEDAH,06900,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN IBU DAN ANAK,,
21-02110430,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. GUAR CHEMPEDAK",KPSRGC,"KLINIK PERGIGIAN SEKOLAH, D/A SEK REN GUAR CHEMPEDAK",,PENDANG,KEDAH,08000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.859465,100.456842
91-02110012,PEJABAT KESIHATAN DAERAH YAN,PKDYAN,GUAR CHEMPEDAK,,PENDANG,KEDAH,08800,GOVERNMENT,PEJABAT KESIHATAN DAERAH,5.85428,100.4624
91-02110337,PEJABAT KESIHATAN PERGIGIAN DAERAH YAN,PKPDYAN,"GUAR CEMPEDAK, YAN",,PENDANG,KEDAH,08800,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
21-02120120,KLINIK DESA BUKIT LADA,KDBLADA,MUKIM BUKIT LADA,,POKOK SENA,KEDAH,06400,GOVERNMENT,KLINIK DESA,6.141176,100.615984
21-02120192,KLINIK DESA KOLAM,KDKLM,"KAMPUNG KOLAM, MUKIM TUALANG",,POKOK SENA,KEDAH,06400,GOVERNMENT,KLINIK DESA,6.128835,100.50272
21-02120144,KLINIK DESA JABI,KDJABI,KAMPUNG JABI,,POKOK SENA,KEDAH,06400,GOVERNMENT,KLINIK DESA,6.160412,100.475853
21-02120117,KLINIK DESA DERANG,KDDRG,"LOT 2912, KAMPUNG KEDA",,POKOK SENA,KEDAH,06400,GOVERNMENT,KLINIK DESA,6.216528,100.474983
21-02120114,KLINIK DESA BUDI,KDBUDI,"JALAN BUDI, MUKIM LESONG",,POKOK SENA,KEDAH,06400,GOVERNMENT,KLINIK DESA,6.112029,100.522378
21-02120122,KLINIK DESA BUKIT PAYONG,KDBTPYG,"KAMPUNG BUKIT PAYUNG, JALAN NAKA MUKIM GAJAH MATI",,POKOK SENA,KEDAH,06400,GOVERNMENT,KLINIK DESA,6.146755,100.562274
21-02120073,KLINIK KESIHATAN POKOK SENA,KKPSENA,"782, POKOK SENA",,POKOK SENA,KEDAH,06400,GOVERNMENT,KLINIK KESIHATAN,6.16801,100.51838
21-02120313,KLINIK KESIHATAN TUALANG,,"KAMPUNG KERIAN, JALAN TUALANG, MUKIM TUALANG",,POKOK SENA,KEDAH,06400,GOVERNMENT,KLINIK KESIHATAN,6.129566,100.472947
21-02120073D,KLINIK PERGIGIAN DI KLINIK KESIHATAN POKOK SENA,,"782, 06400 POKOK SENA",,POKOK SENA,KEDAH,06400,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
11-02100019,HOSPITAL SIK,,08200 SIK,,SIK,KEDAH,08200,GOVERNMENT,HOSPITAL,5.811514,100.727299
21-02090136,KLINIK DESA GAJAH MATI,KDGMATI,GAJAH MATI,,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,5.979626,100.502959
21-02090309,KLINIK DESA TOKAI,KDTK,TOKAI,,SIK,KEDAH,06660,GOVERNMENT,KLINIK DESA,6.004889,100.425244
21-02090285,KLINIK DESA TANAH MERAH,KDTMR,TANAH MERAH,,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,6.03031,100.48297
21-02090168,KLINIK DESA PAYA MAK INSON,KDPMI,PAYA MAK INSON,,SIK,KEDAH,06720,GOVERNMENT,KLINIK DESA,5.89198,100.54164
21-02090195,KLINIK DESA KOBAH,KDKBH,KOBAH,,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,5.973283,100.446847
21-02090308,KLINIK DESA TOBIAR,KDTB,TOBIAR,,SIK,KEDAH,06760,GOVERNMENT,KLINIK DESA,6.0176,100.481025
21-02090247,KLINIK DESA POKOK ASAM,KDPASM,POKOK ASAM,,SIK,KEDAH,06760,GOVERNMENT,KLINIK DESA,5.583477,100.476994
21-02090174,KLINIK DESA KAMPUNG RAMBAI,KDKR,KAMPUNG RAMBAI,,SIK,KEDAH,06650,GOVERNMENT,KLINIK DESA,6.02988,100.45454
21-02090238,KLINIK DESA PAYA RAWA,KDPYRW,PAYA RAWA,,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,6.034229,100.540031
21-02090127,KLINIK DESA CHARUK KUDUNG,KDCKDG,CHARUK KUDUNG,,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,6.00356,100.51819
21-02090226,KLINIK DESA PADANG DURIAN,KDPDRN,PADANG DURIAN,,SIK,KEDAH,06750,GOVERNMENT,KLINIK DESA,6.033499,100.611979
21-02090119,KLINIK DESA BUKIT JENUN,KDBJN,"BUKIT JENUN, 06700 PENDANG",,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,5.905896,100.47637
21-02090161,KLINIK DESA KAMPUNG KEDAH,KDKKD,"KAMPUNG KEDAH,",,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,5.872267,100.481156
21-02090231,KLINIK DESA PADANG PUSING,KDPPSG,PADANG PUSING,,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,5.964923,100.525892
21-02090124,KLINIK DESA BUKIT RAYA,KDBTRY,BUKIT RAYA,,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,6.008377,100.452768
21-02090118,KLINIK DESA BUKIT JAMBUL,KDBJMB,"BUKIT JAMBUL, 06700 PENDANG",,SIK,KEDAH,06700,GOVERNMENT,KLINIK DESA,5.961169,100.463442
21-02090079,KLINIK KESIHATAN SUNGAI TIANG,KKST,JALAN SUNGAI TIANG,,SIK,KEDAH,06720,GOVERNMENT,KLINIK KESIHATAN,5.99566,100.59588
21-02100135,KLINIK KESIHATAN FELDA TELOI TIMUR,,TELOI TIMU,,SIK,KEDAH,09300,GOVERNMENT,KLINIK KESIHATAN,5.71553,100.67976
21-02090072,KLINIK KESIHATAN PENDANG,KKPNDG,JALAN SUNGAI TIANG,,SIK,KEDAH,06700,GOVERNMENT,KLINIK KESIHATAN,5.98549,100.47918
21-02090056,KLINIK KESIHATAN KUBUR PANJANG,KKKPJG,"KUBUR PANJANG,",,SIK,KEDAH,06760,GOVERNMENT,KLINIK KESIHATAN,6.08913,100.5537
21-02100154,KLINIK KESIHATAN KAMPONG BETONG,,"KAMPONG BETONG, MUKIM JENERI",,SIK,KEDAH,08200,GOVERNMENT,KLINIK KESIHATAN,5.93592,100.682836
21-02100322,KLINIK KESIHATAN SIK,,JALAN TUANKU IBRAHIM,,SIK,KEDAH,08200,GOVERNMENT,KLINIK KESIHATAN,5.82364,100.74538
21-02090056D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KUBUR PANJANG,,"KUBUR PANJANG, 06700 PENDANG",,SIK,KEDAH,06760,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02090079D,KLINIK PERGIGIAN DI KLINIK KESIHATAN SUNGAI TIANG,,"JALAN SUNGAI TIANG, 06720 PENDANG",,SIK,KEDAH,06720,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02090072D,KLINIK PERGIGIAN DI KLINIK KESIHATAN PENDANG,,"JALAN SUNGAI TIANG, PENDANG,06700",,SIK,KEDAH,06700,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-02090467,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KUBUR PANJANG",KPSKKPA,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KUBUR PANJANG",,SIK,KEDAH,06400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,6.088142,100.553699
21-02090426,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. PENDANG",KPSMP,"KLINIK PERGIGIAN SEKOLAH, D/A SEK MEN PENDANG",,SIK,KEDAH,06700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.990092,100.472752
21-02090436,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SG. TIANG",KPSKSTI,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SG. TIANG",,SIK,KEDAH,06750,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.982234,100.584228
21-02090435,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. PENDANG",KPSKPDG,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. PENDANG",,SIK,KEDAH,06700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.986694,100.476794
91-02090010,PEJABAT KESIHATAN DAERAH PENDANG,PKDPDG,JALAN SG.TIANG,,SIK,KEDAH,06700,GOVERNMENT,PEJABAT KESIHATAN DAERAH,5.98536,100.4795
91-02090341,PEJABAT KESIHATAN PERGIGIAN DAERAH PENDANG,PKPDPNDG,KLINIK PERGIGIAN PENDANG,,SIK,KEDAH,06700,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
11-02110021,HOSPITAL YAN,,BATU 25 JALAN YAN,,YAN,KEDAH,06900,GOVERNMENT,HOSPITAL,5.820893,100.384388
21-02100276,KLINIK DESA SUNGAI SENAM,KDSNM,KAMPUNG SUNGAI SENAM,,YAN,KEDAH,08200,GOVERNMENT,KLINIK DESA,5.91546,100.72558
